Topic,Count,Name,Representation,Representative_Docs
1579,12,1579_ishiba_outcome_tariff_aims,"['ishiba', 'outcome', 'tariff', 'aims', 'advance', 'eyes', 'g7', 'japan', 'hydrogen', 'dwivedi']","['Japan PM Ishiba aims to advance US tariff talks ; eyes outcome at G7 summit', 'Japan PM Ishiba aims to advance US tariff talks ; eyes outcome at G7 summit', 'Japan PM Ishiba aims to advance US tariff talks ; eyes outcome at G7 summit']"
1580,12,1580_porn_unacknowledged_actor_trip,"['porn', 'unacknowledged', 'actor', 'trip', 'lipped', 'tight', 'visits', 'freedoms', 'taliban', 'star']","['US porn actor visits Afghanistan in a trip unacknowledged by the Taliban', 'US porn actor visits Afghanistan in a trip unacknowledged by the Taliban', 'US porn actor visits Afghanistan in a trip unacknowledged by the Taliban']"
1581,12,1581_mayors_sanctuary_appear_congress,"['mayors', 'sanctuary', 'appear', 'congress', 'cities', 'policies', 'before', 'liked', 'rebuked', 'mayor']","['Mayors of US sanctuary cities appear before Congress over immigration policies', 'Mayors of US sanctuary cities appear before Congress over immigration policies', 'Mayors of US sanctuary cities appear before Congress over immigration policies']"
1582,12,1582_nova_ua_usaid_facenews,"['nova', 'ua', 'usaid', 'facenews', 'delo', 'lb', 'reuters', '250', '50', '500']","['Американський фонд Nova Ukraine очолила колишня топменеджерка USAID', 'Американський фонд Nova Ukraine очолила колишня топменеджерка USAID', 'Американський фонд Nova Ukraine очолила колишня топменеджерка USAID']"
1583,12,1583_kuwait_fund_mln_economics,"['kuwait', 'fund', 'mln', 'economics', 'kuna', 'somalia', 'based', 'mous', 'usd', '5bln']","['KUNA : Kuwait - based fund , united kingdom sign MoUs on Sudan , Somalia aid - Politics', 'KUNA : Kuwait - based fund , united kingdom sign MoUs on Sudan , Somalia aid - Politics', 'KUNA : Kuwait - based fund , united kingdom sign MoUs on Sudan , Somalia aid - Politics']"
1584,12,1584_hesitates_backed_short_accepting,"['hesitates', 'backed', 'short', 'accepting', 'open', 'stops', 'ending', 'terms', 'but', 'proposal']","['Hamas open to Gaza ceasefire but hesitates on Trump - backed terms for ending the conflict', 'Hamas open to Gaza ceasefire but hesitates on Trump - backed terms for ending the conflict', 'Hamas open to Gaza ceasefire but hesitates on Trump - backed terms for ending the conflict']"
1585,12,1585_cluster_injuring_mykolaiv_rains,"['cluster', 'injuring', 'mykolaiv', 'rains', 'suffers', 'savage', 'angels', 'saved', 'hell', 'casualties']","['Russia rains hell on Ukraine with savage  cluster bomb  attack injuring dozens', 'Russia rains hell on Ukraine with savage  cluster bomb  attack injuring dozens', 'Russia rains hell on Ukraine with savage  cluster bomb  attack injuring dozens']"
1586,12,1586_pokrovsk_401_nhanh_cha,"['pokrovsk', '401', 'nhanh', 'cha', 'thch', 'chin', 'xy', 'tin', 'khai', 'trnh']","['Chiến sự Ukraine 2 / 11 : Nga tung đòn quyết định ở Pokrovsk', 'Chiến sự Ukraine 7 / 11 : Rộ tin 700 binh sĩ Ukraine đã đầu hàng ở Pokrovsk', 'Chiến sự Ukraine 7 / 11 : Rộ tin 700 binh sĩ Ukraine đã đầu hàng ở Pokrovsk']"
1587,12,1587_relos_arctic_logistics_scientific,"['relos', 'arctic', 'logistics', 'scientific', 'reciprocal', 'exchanges', 'requires', 'outcomes', 'bigger', 'agreement']","['What Is RELOS Agreement ? Russia Approves Key Defence Pact With India Ahead of Putin Delhi Visit', 'India Russia Military Pact Relos Putin , भारत और रूस एक - दूसरे के देश में तैनात कर सकेंगे सैनिक , पुतिन ने रक्षा समझौते पर किया साइन , RELOS संधि के मायने समझें - vladimir putin signs into law russia india military deployment agreement what is relos...', 'India Russia Military Pact Relos Putin , भारत और रूस एक - दूसरे के देश में तैनात कर सकेंगे सैनिक , पुतिन ने रक्षा समझौते पर किया साइन , RELOS संधि के मायने समझें - vladimir putin signs into law russia india military deployment agreement what is relos...']"
1588,12,1588_backfire_solution_growing_state,"['backfire', 'solution', 'growing', 'state', 'push', 'vatican', 'how', 'palestinian', 'could', 'lasting']","['How the growing push for a 2 - state solution to the Israeli - Palestinian conflict could backfire', 'How the growing push for a 2 - state solution to the Israeli - Palestinian conflict could backfire', 'How the growing push for a 2 - state solution to the Israeli - Palestinian conflict could backfire']"
1589,12,1589_unfounded_russians_beijing_numbers,"['unfounded', 'russians', 'beijing', 'numbers', 'significant', 'explained', 'chinese', 'claim', 'fighting', 'troops']","['Ukraine claim of significant numbers of Chinese troops fighting with Russians  unfounded : Beijing', 'Ukraine claim of significant numbers of Chinese troops fighting with Russians  unfounded : Beijing', 'Ukraine claim of significant numbers of Chinese troops fighting with Russians  unfounded : Beijing']"
1590,12,1590_sanciona_cometer_rebeldes_lder,"['sanciona', 'cometer', 'rebeldes', 'lder', 'genocidio', 'fuerzas', 'sudn', 'acusa', 'atrocidades', 'cometidas']","['EEUU acusa a las fuerzas rebeldes de Sudán de cometer un  genocidio  y sanciona a su líder', 'EEUU acusa a las fuerzas rebeldes de Sudán de cometer un  genocidio  y sanciona a su líder', 'EEUU acusa a las fuerzas rebeldes de Sudán de cometer un  genocidio  y sanciona a su líder']"
1591,12,1591_territory_haiti_today_occupied,"['territory', 'haiti', 'today', 'occupied', 'palestinian', 'top', 'hurricane', 'melissa', 'syria', 'news']","['Today top news : Occupied Palestinian Territory , Syria , Sudan , Haiti', 'Today top news : Occupied Palestinian Territory , Syria , Sudan , Haiti', 'Today top news : Occupied Palestinian Territory , Syria , Sudan , Haiti']"
1592,12,1592_decide_irish_just_conditions,"['decide', 'irish', 'just', 'conditions', 'initiation', 'must', 'process', 'leaders', 'say', 'immediate']","['Irish leaders say Ukraine must decide conditions for a  just  peace', 'Irish leaders say Ukraine must decide conditions for a  just  peace', 'Irish leaders say Ukraine must decide conditions for a  just  peace']"
1593,12,1593_approved_unveiled_plain_quietly,"['approved', 'unveiled', 'plain', 'quietly', 'finally', 'point', 'negotiations', 'sight', 'lie', 'hidden']","['Donald Trump  quietly  approved 28 - point peace plan to end Russia - Ukraine war : Report', 'Donald Trump  quietly  approved 28 - point peace plan to end Russia - Ukraine war : Report', 'Donald Trump  quietly  approved 28 - point peace plan to end Russia - Ukraine war : Report']"
1594,12,1594_kenya_cautioned_jubaland_dragon,"['kenya', 'cautioned', 'jubaland', 'dragon', 'disease', 'looming', 'influx', 'narok', 'outbreaks', 'paints']","['Kenya : €250 , 000 EU Aid Targets Hunger , Disease , and Disaster Relief in Kenya', 'Somalia Vs Jubaland : Fear of refugee influx as Kenya cautioned against taking sides', 'Somalia Vs Jubaland : Fear of refugee influx as Kenya cautioned against taking sides']"
1595,12,1595_attorneys_laos_ordering_removal,"['attorneys', 'laos', 'ordering', 'removal', 'blocking', 'man', 'despite', 'his', 'court', 'deported']","['Man deported to Laos despite court ordering blocking his removal , attorneys say', 'Man deported to Laos despite court ordering blocking his removal , attorneys say', 'Man deported to Laos despite court ordering blocking his removal , attorneys say']"
1596,12,1596_riverina_australias_lakes_tool,"['riverina', 'australias', 'lakes', 'tool', 'essential', 'augusta', 'margaret', 'advocate', 'eastern', 'chronicle']","['Opinion | Australias migration debate : essential or political tool ? | Eastern Riverina Chronicle', 'Opinion | Australias migration debate : essential or political tool ? | Eastern Riverina Chronicle', 'Opinion | Australias migration debate : essential or political tool ? | Eastern Riverina Chronicle']"
1597,12,1597_amnesty_crimes_assault_camp,"['amnesty', 'crimes', 'assault', 'camp', 'paramilitary', 'refugee', 'sudanese', 'accuses', 'probe', 'militia']","['Amnesty accuses Sudanese paramilitary of war crimes in assault on refugee camp', 'Amnesty accuses Sudanese paramilitary of war crimes in assault on refugee camp', 'Amnesty accuses Sudanese paramilitary of war crimes in assault on refugee camp']"
1598,12,1598_aragua_tren_started_gang,"['aragua', 'tren', 'started', 'gang', 'otero', 'prison', 'politics', 'focusing', 'county', 'venezuelan']","['It started in a Venezuelan prison . Now US politics focus on the Tren de Aragua gang', 'It started in a Venezuelan prison . Now US politics focus on the Tren de Aragua gang', 'It started in a Venezuelan prison . Now US politics focus on the Tren de Aragua gang']"
1599,12,1599_denies_numbers_citizens_significant,"['denies', 'numbers', 'citizens', 'significant', 'boston', 'vegas', 'weather', 'its', 'sun', 'sports']","['China denies significant numbers of its citizens are fighting for Russia in Ukraine', 'China denies significant numbers of its citizens are fighting for Russia in Ukraine', 'China denies significant numbers of its citizens are fighting for Russia in Ukraine']"
1600,12,1600_cancer_daughter_brain_parents,"['cancer', 'daughter', 'brain', 'parents', 'young', 'treatment', 'seeking', 'while', 'file', 'complaint']","['Parents deported to Mexico while seeking brain cancer treatment for young American daughter', 'Parents deported to Mexico while seeking brain cancer treatment for young American daughter', 'Parents deported to Mexico while seeking brain cancer treatment for young American daughter']"
1601,12,1601_hostage_families_wjc_aviv,"['hostage', 'families', 'wjc', 'aviv', 'tel', 'envoy', 'sisi', 'kushner', 'meets', 'tells']","['US envoy meets hostage families in Tel Aviv', 'US envoy meets Israeli hostage families in Tel Aviv', 'US envoy meets Israeli hostage families in Tel Aviv']"
1602,12,1602_rainforest_amazon_cocaine_globe,"['rainforest', 'amazon', 'cocaine', 'globe', 'disease', 'going', 'protection', 'away', 'along', 'protecting']","['USAID is going away , and along with it cocaine - fighting efforts and Amazon rainforest protection', 'USAID is going away , and along with it cocaine - fighting efforts and Amazon rainforest protection', 'USAID is going away , and along with it cocaine - fighting efforts and Amazon rainforest protection']"
1603,12,1603____,"['', '', '', '', '', '', '', '', '', '']","['جريدة الرياض | الجيش السوداني يصد هجوماً لـ « الدعم » في كردفان', 'جريدة الرياض |  الرباعية  قدمت هدنة في السودان .. وتحذير أممي من تكثيف الأعمال العدائية', 'جريدة الرياض | لبنان بروح جديدة']"
1604,12,1604_wsj_proposes_reports_hides,"['wsj', 'proposes', 'reports', 'hides', 'boiling', 'summit', 'terrifying', 'beijing', 'hosted', 'tianjin']","['World News : China proposes Putin - Trump summit to end Ukraine war , WSJ reports', 'World News : China proposes Putin - Trump summit to end Ukraine war , WSJ reports', 'World News : China proposes Putin - Trump summit to end Ukraine war , WSJ reports']"
1605,12,1605_flood_grounds_alerts_bypasses,"['flood', 'grounds', 'alerts', 'bypasses', 'indus', 'shares', 'tawi', 'share', 'condition', 'river']","['India bypasses Indus treaty to share flood alerts with Pakistan', 'India bypasses Indus treaty to share flood alerts with Pakistan', 'India bypasses Indus treaty to share flood alerts with Pakistan']"
1606,12,1606_uranium_chill_plants_sealing,"['uranium', 'chill', 'plants', 'sealing', 'reboot', 'improving', '8b', 'billion', 'export', 'ottawa']","['Ottawa close to uranium deal with India worth $2 . 8 billion , claim reports', 'Canada close to sealing $2 . 8 billion deal to supply uranium to India nuclear plants : Report', 'Canada close to sealing $2 . 8 billion deal to supply uranium to India nuclear plants : Report']"
1607,12,1607_apocalyptic_jordan_situation_monitor,"['apocalyptic', 'jordan', 'situation', 'monitor', 'call', 'germany', 'middle', 'east', 'kingdom', 'ceasefire']","['  Apocalyptic situation : united kingdom , Germany and Jordan call for ceasefire in Sudan – Middle East Monitor', '  Apocalyptic situation : united kingdom , Germany and Jordan call for ceasefire in Sudan – Middle East Monitor', '  Apocalyptic situation : united kingdom , Germany and Jordan call for ceasefire in Sudan – Middle East Monitor']"
1608,12,1608_doval_nsa_ajit_moscow,"['doval', 'nsa', 'ajit', 'moscow', 'meets', 'shoigu', 'nikolay', 'strengthen', 'prep', 'patrushev']","['NSA Ajit Doval meets Russian security chief in Moscow to strengthen strategic partnership', 'NSA Ajit Doval meets Russian security chief in Moscow to strengthen strategic partnership', 'NSA Ajit Doval meets Russian security chief in Moscow to strengthen strategic partnership']"
1609,12,1609_prevail_delicate_sense_hold,"['prevail', 'delicate', 'sense', 'hold', 'know', 'here', 'holds', 'hope', 'agree', 'we']","['  We hope sense will prevail , Pakistan foreign minister says , as delicate India - Pakistan ceasefire holds', '  We hope sense will prevail , Pakistan foreign minister says , as delicate India - Pakistan ceasefire holds', '  We hope sense will prevail , Pakistan foreign minister says as delicate India - Pakistan ceasefire holds']"
1610,12,1610_mediated_nsas_confirm_immediate,"['mediated', 'nsas', 'confirm', 'immediate', 'fragile', 'persist', 'reach', 'fail', 'determination', 'diplomacy']","['India and Pakistan confirm immediate ceasefire after US mediated talks', 'India and Pakistan confirm immediate ceasefire after US mediated talks', 'India and Pakistan confirm immediate ceasefire after US mediated talks']"
1611,12,1611_lauds_drive_gets_yemen,"['lauds', 'drive', 'gets', 'yemen', 'sharif', 'saudi', 'uae', 'stability', 'backs', 'restore']","['Saudi - UAE diplomacy gets all - out support from Pakistan in Yemen Peace Drive', 'Saudi - UAE diplomacy gets all - out support from Pakistan in Yemen Peace Drive', 'Saudi - UAE diplomacy gets all - out support from Pakistan in Yemen Peace Drive']"
1612,12,1612_mirrors_escamilla_ngel_garca,"['mirrors', 'escamilla', 'ngel', 'garca', 'crackdown', 'mexico', 'columns', 'banning', 'destabilizing', 'wealthy']","['Mexico immigration crackdown mirrors US | Ángel Escamilla García', 'Mexico immigration crackdown mirrors US | Ángel Escamilla García', 'Mexico immigration crackdown mirrors US | Ángel Escamilla García']"
1613,12,1613_diminishes_broker_sights_nuke,"['diminishes', 'broker', 'sights', 'nuke', 'option', 'university', 'arizona', 'journal', 'vow', 'prospects']","['Trump arms vow diminishes hope of Ukraine peace : Russia', 'Trump arms vow diminishes hope of Ukraine peace : Russia', 'Trump arms vow diminishes hope of Ukraine peace : Russia']"
